item_id,cluster_id,membership_prob,cosine_to_centroid,category,modality,source_tag,file_path
doc_animal_image_0528076d7968,-1,0.0,,animal,image,animal-photo,data/animal-photo/e030b2092ce90021d85a5854ee454296eb70e3c818b413449df6c87ca3ed_640.jpg
doc_animal_image_94fdac3847c9,-1,0.0,,animal,image,animal-photo,data/animal-photo/e83cb00a2ef1083ed1584d05fb1d4e9fe777ead218ac104497f5c978a4eebdbd_640.jpg
doc_animal_image_b121241fe13e,-1,0.0,,animal,image,animal-photo,data/animal-photo/e83cb00a2ef1053ed1584d05fb1d4e9fe777ead218ac104497f5c978a4efbcb0_640.jpg
doc_animal_image_b49204fcf70e,-1,0.0,,animal,image,animal-photo,data/animal-photo/e030b20a20e90021d85a5854ee454296eb70e3c818b413449df6c87ca3ed_640.jpg
doc_animal_image_c87878c0d075,-1,0.0,,animal,image,animal-photo,data/animal-photo/OIP--jr8OiL18jgRMtRJts69ugHaFj.jpeg
doc_animal_image_e64f30dc7bc1,-1,0.0,,animal,image,animal-photo,data/animal-photo/e030b2092be90021d85a5854ee454296eb70e3c818b413449df6c87ca3ed_640.jpg
doc_food_image_08d0cd02cd68,-1,0.0,,food,image,food-photo,data/food-photo/PMD-food_photo-0010.jpg
doc_food_image_08fcd29ea2be,-1,0.0,,food,image,food-photo,data/food-photo/PMD-food_photo-0008.jpg
doc_food_image_1447abcd2f12,-1,0.0,,food,image,food-photo,data/food-photo/PMD-food_photo-0014.jpg
doc_food_image_49f189536297,-1,0.0,,food,image,food-photo,data/food-photo/PMD-food_photo-0013.jpg
doc_food_image_509a23834783,-1,0.0,,food,image,food-photo,data/food-photo/PMD-food_photo-0015.jpg
doc_food_image_9e04f01d4df1,-1,0.0,,food,image,food-photo,data/food-photo/PMD-food_photo-0009.jpg
doc_food_image_a943b2be3cb3,-1,0.0,,food,image,food-photo,data/food-photo/PMD-food_photo-0001.jpg
doc_food_image_b73c2efe0c3f,-1,0.0,,food,image,food-photo,data/food-photo/PMD-food_photo-0012.jpg
doc_food_image_c666991c9d62,-1,0.0,,food,image,food-photo,data/food-photo/PMD-food_photo-0004.jpg
doc_food_image_fb265dfaaac4,-1,0.0,,food,image,food-photo,data/food-photo/PMD-food_photo-0006.jpg
doc_food_image_fd148d5aa82d,-1,0.0,,food,image,food-photo,data/food-photo/PMD-food_photo-0011.jpg
doc_invoice_image_69f1f1ec902b,-1,0.0,,invoice,image,invoice-photo,data/invoice-photo/Invoice_172.jpg
doc_animal_image_d801754152fb,0,1.0,0.673937806852023,animal,image,animal-photo,data/animal-photo/PMD-pet_photo-0005.jpg
doc_animal_image_1c57a2103d4f,0,1.0,0.6683513427252656,animal,image,animal-photo,data/animal-photo/PMD-pet_photo-0008.jpg
doc_animal_image_1f90843f8d03,0,1.0,0.667466060477397,animal,image,animal-photo,data/animal-photo/PMD-pet_photo-0013.jpg
doc_animal_image_42ca83790b57,0,1.0,0.6646601516480094,animal,image,animal-photo,data/animal-photo/PMD-pet_photo-0002.jpg
doc_animal_image_c8d8e0207098,0,1.0,0.6355880079885464,animal,image,animal-photo,data/animal-photo/PMD-pet_photo-0020.jpg
doc_animal_image_6362a68269e7,0,1.0,0.6350686508258465,animal,image,animal-photo,data/animal-photo/PMD-pet_photo-0022.jpg
doc_animal_image_5351aa836c45,0,1.0,0.6243063165574689,animal,image,animal-photo,data/animal-photo/PMD-pet_photo-0011.jpg
doc_animal_image_d34fee8adac2,0,0.9834755975426339,0.6203266202322418,animal,image,animal-photo,data/animal-photo/PMD-pet_photo-0017.jpg
doc_animal_image_f08fc89ac300,0,1.0,0.6194638168111375,animal,image,animal-photo,data/animal-photo/PMD-pet_photo-0018.jpg
doc_animal_image_1a03aff10a6a,0,1.0,0.6156820019802786,animal,image,animal-photo,data/animal-photo/PMD-pet_photo-0001.jpg
doc_animal_image_d9b618602c11,0,1.0,0.6069204334147539,animal,image,animal-photo,data/animal-photo/PMD-pet_photo-0004.jpg
doc_animal_image_0a1ef3d73d91,0,1.0,0.6030592171305125,animal,image,animal-photo,data/animal-photo/PMD-pet_photo-0009.jpg
doc_animal_image_73d09c91b1c2,0,0.9067324500413765,0.5986363335183054,animal,image,animal-photo,data/animal-photo/e83db70828f1053ed1584d05fb1d4e9fe777ead218ac104497f5c978a6eab2b0_640.jpg
doc_animal_image_29cd3b93eafb,0,1.0,0.5903963881790681,animal,image,animal-photo,data/animal-photo/OIP--5YhTv41EQikJq2qdaMQ0AHaF8.jpeg
doc_animal_image_99ce14b2c6df,0,1.0,0.5901879108417405,animal,image,animal-photo,data/animal-photo/PMD-pet_photo-0014.jpg
doc_animal_image_df213433931f,0,1.0,0.5901538694269055,animal,image,animal-photo,data/animal-photo/PMD-pet_photo-0015.jpg
doc_animal_image_16a25945674d,0,1.0,0.5898077523048966,animal,image,animal-photo,data/animal-photo/OIP--DTVnqj-HKjAEvLxZyOYGQHaFP.jpeg
doc_animal_image_d6fbec0e1a21,0,1.0,0.5818943883556085,animal,image,animal-photo,data/animal-photo/PMD-pet_photo-0012.jpg
doc_animal_image_fdc13c568dee,0,1.0,0.5802885860493039,animal,image,animal-photo,data/animal-photo/PMD-pet_photo-0016.jpg
doc_animal_image_f5002fa14cc5,0,0.8509045826243404,0.5781450672153361,animal,image,animal-photo,data/animal-photo/e83db30d29f7063ed1584d05fb1d4e9fe777ead218ac104497f5c978a6e8b0b1_640.jpg
doc_animal_image_82c25779eb3c,0,1.0,0.577684912970851,animal,image,animal-photo,data/animal-photo/OIP--2wbTZUIHhYse3zlp1S4WQHaJ3.jpeg
doc_animal_image_9efff2895a5d,0,1.0,0.5761182945287139,animal,image,animal-photo,data/animal-photo/PMD-pet_photo-0019.jpg
doc_animal_image_7396e0d7fbcd,0,1.0,0.5758923308074253,animal,image,animal-photo,data/animal-photo/PMD-pet_photo-0024.jpg
doc_animal_image_afb5962641c3,0,1.0,0.5737989889770294,animal,image,animal-photo,data/animal-photo/PMD-pet_photo-0010.jpg
doc_animal_image_3b1ec200a295,0,1.0,0.5701169854710224,animal,image,animal-photo,data/animal-photo/PMD-pet_photo-0007.jpg
